0,6.95294e-310,0.635
0.004,0.68,-1.28
0.008,0.63,-1.92
0.012,0.57,-2.535
0.016,0.535,-2.8
0.02,0.51,-2.9
0.024,0.515,-2.99
0.028,0.52,-3.03
0.032,0.525,-3.025
0.036,0.495,-2.975
